DSX_Opponent,Opponent_of_Opponent
Pride Soccer Club Pride SC 2013 B Samba,Columbus United Columbus United B'13 Foxes
Pride Soccer Club Pride SC 2013 B Samba,Upper Arlington United UAU 2013 BU U13 GOLD
Pride Soccer Club Pride SC 2013 B Samba,Kings Hammer New Albany KHA2 New Albany B13
Pride Soccer Club Pride SC 2013 B Samba,Club Ohio Club Ohio North 13B Black
Pride Soccer Club Pride SC 2013 B Samba,Whetstone Park Rangers Whetstone Park Rangers 2013 Columbus
Pride Soccer Club Pride SC 2013 B Samba,Appleseed Premier Appleseed Premier 2013 Gold
Pride Soccer Club Pride SC 2013 B Samba,MVSA Sting MV Sting SC u13 Boys 2013
Pride Soccer Club Pride SC 2013 B Samba,Club Ohio Club Ohio East 13B Green 1
Pride Soccer Club Pride SC 2013 B Samba,Glory SC Glory SC 2013 Fessehaye
Pride Soccer Club Pride SC 2013 B Samba,Old Town Soccer Club OTSC 2013 boys Orange
Pride Soccer Club Pride SC 2013 B Samba,Grandview FC Grandview FC 2013 Boys
Pride Soccer Club Pride SC 2013 B Samba,Lancaster Select Soccer Association (LSSA) LSSA 2013 Boys Geil
Pride Soccer Club Pride SC 2013 B Samba,Barcelona United Barcelona United Elite 13B
Pride Soccer Club Pride SC 2013 B Samba,Barcelona United Barcelona United Premier 13B
Columbus Force SC Columbus Force 13B White,Dublin United Soccer Club DUSC Titans 2013 Boys
Columbus Force SC Columbus Force 13B White,Legend SC Legend SC B 2013
Columbus Force SC Columbus Force 13B White,Xcel Sports Soccer Academy Xcel 2013 Team 1
Columbus Force SC Columbus Force 13B White,SP Soccer Academy SP Soccer Academy 2013 Boys Blue 2
Columbus Force SC Columbus Force 13B White,Liberty Union Youth Soccer Assocation Baltimore Soccer Club 2013 Boys
Columbus Force SC Columbus Force 13B White,Worthington United Worthington United 94 2013 Boys Navy III
Columbus Force SC Columbus Force 13B White,Club Ohio Club Ohio North 13B Black
Dublin United Soccer Club DUSC Titans 2013 Boys,Columbus Force SC Columbus Force 13B White
Dublin United Soccer Club DUSC Titans 2013 Boys,Legend SC Legend SC B 2013
Dublin United Soccer Club DUSC Titans 2013 Boys,Xcel Sports Soccer Academy Xcel 2013 Team 1
Dublin United Soccer Club DUSC Titans 2013 Boys,SP Soccer Academy SP Soccer Academy 2013 Boys Blue 2
Dublin United Soccer Club DUSC Titans 2013 Boys,Liberty Union Youth Soccer Assocation Baltimore Soccer Club 2013 Boys
Dublin United Soccer Club DUSC Titans 2013 Boys,Worthington United Worthington United 94 2013 Boys Navy III
Dublin United Soccer Club DUSC Titans 2013 Boys,Club Ohio Club Ohio North 13B Black
Club Oranje Club Oranje Raptors 2013 BU13,Columbus Force SC CE 2013B Takis
Club Oranje Club Oranje Raptors 2013 BU13,LFC United LFC United 2013 B Premier
Club Oranje Club Oranje Raptors 2013 BU13,LFC United LFC United 2013 B Premier 2
Club Oranje Club Oranje Raptors 2013 BU13,Delaware Knights Delaware Knights 2013 BU13 Black
Club Oranje Club Oranje Raptors 2013 BU13,Whetstone Park Rangers Whetstone Park Rangers Hoops 2013
Club Oranje Club Oranje Raptors 2013 BU13,Dublin United Soccer Club DUSC Celtics 2013 Boys
Club Oranje Club Oranje Raptors 2013 BU13,Dublin United Soccer Club DUSC Chaos 2013 Boys
Club Oranje Club Oranje Raptors 2013 BU13,Barcelona United Barcelona United Premier 13B
Club Oranje Club Oranje Raptors 2013 BU13,Club Ohio Club Ohio East 13B Black
Club Oranje Club Oranje Raptors 2013 BU13,Glory SC Glory SC 2013-2014 Dobney
Club Oranje Club Oranje Raptors 2013 BU13,SP Soccer Academy SP Soccer Academy 2013 Boys Yellow
Club Oranje Club Oranje Raptors 2013 BU13,Lancaster Select Soccer Association (LSSA) LSSA 2013 Boys Smith
Club Oranje Club Oranje Raptors 2013 BU13,Kings Hammer New Albany KHA3 New Albany B13
Club Oranje Club Oranje Raptors 2013 BU13,Ohio Youth Academy Ohio Youth Academy 2013/2014 White
Club Oranje Club Oranje Raptors 2013 BU13,Canal Winchester Soccer Club Canal Winchester SC 2013B
Columbus Force SC CE 2013B Takis,LFC United LFC United 2013 B Premier
Columbus Force SC CE 2013B Takis,Club Oranje Club Oranje Raptors 2013 BU13
Columbus Force SC CE 2013B Takis,LFC United LFC United 2013 B Premier 2
Columbus Force SC CE 2013B Takis,Delaware Knights Delaware Knights 2013 BU13 Black
Columbus Force SC CE 2013B Takis,Whetstone Park Rangers Whetstone Park Rangers Hoops 2013
Columbus Force SC CE 2013B Takis,Dublin United Soccer Club DUSC Celtics 2013 Boys
Columbus Force SC CE 2013B Takis,Dublin United Soccer Club DUSC Chaos 2013 Boys
Columbus Force SC CE 2013B Takis,Barcelona United Barcelona United Premier 13B
Columbus Force SC CE 2013B Takis,Club Ohio Club Ohio East 13B Black
Columbus Force SC CE 2013B Takis,Glory SC Glory SC 2013-2014 Dobney
Columbus Force SC CE 2013B Takis,SP Soccer Academy SP Soccer Academy 2013 Boys Yellow
Columbus Force SC CE 2013B Takis,Lancaster Select Soccer Association (LSSA) LSSA 2013 Boys Smith
Columbus Force SC CE 2013B Takis,Kings Hammer New Albany KHA3 New Albany B13
Columbus Force SC CE 2013B Takis,Ohio Youth Academy Ohio Youth Academy 2013/2014 White
Columbus Force SC CE 2013B Takis,Canal Winchester Soccer Club Canal Winchester SC 2013B
Delaware Knights Delaware Knights 2013 BU13 Black,Columbus Force SC CE 2013B Takis
Delaware Knights Delaware Knights 2013 BU13 Black,LFC United LFC United 2013 B Premier
Delaware Knights Delaware Knights 2013 BU13 Black,Club Oranje Club Oranje Raptors 2013 BU13
Delaware Knights Delaware Knights 2013 BU13 Black,LFC United LFC United 2013 B Premier 2
Delaware Knights Delaware Knights 2013 BU13 Black,Whetstone Park Rangers Whetstone Park Rangers Hoops 2013
Delaware Knights Delaware Knights 2013 BU13 Black,Dublin United Soccer Club DUSC Celtics 2013 Boys
Delaware Knights Delaware Knights 2013 BU13 Black,Dublin United Soccer Club DUSC Chaos 2013 Boys
Delaware Knights Delaware Knights 2013 BU13 Black,Barcelona United Barcelona United Premier 13B
Delaware Knights Delaware Knights 2013 BU13 Black,Club Ohio Club Ohio East 13B Black
Delaware Knights Delaware Knights 2013 BU13 Black,Glory SC Glory SC 2013-2014 Dobney
Delaware Knights Delaware Knights 2013 BU13 Black,SP Soccer Academy SP Soccer Academy 2013 Boys Yellow
Delaware Knights Delaware Knights 2013 BU13 Black,Lancaster Select Soccer Association (LSSA) LSSA 2013 Boys Smith
Delaware Knights Delaware Knights 2013 BU13 Black,Kings Hammer New Albany KHA3 New Albany B13
Delaware Knights Delaware Knights 2013 BU13 Black,Ohio Youth Academy Ohio Youth Academy 2013/2014 White
Delaware Knights Delaware Knights 2013 BU13 Black,Canal Winchester Soccer Club Canal Winchester SC 2013B
Dublin United Soccer Club DUSC Celtics 2013 Boys,Columbus Force SC CE 2013B Takis
Dublin United Soccer Club DUSC Celtics 2013 Boys,LFC United LFC United 2013 B Premier
Dublin United Soccer Club DUSC Celtics 2013 Boys,Club Oranje Club Oranje Raptors 2013 BU13
Dublin United Soccer Club DUSC Celtics 2013 Boys,LFC United LFC United 2013 B Premier 2
Dublin United Soccer Club DUSC Celtics 2013 Boys,Delaware Knights Delaware Knights 2013 BU13 Black
Dublin United Soccer Club DUSC Celtics 2013 Boys,Whetstone Park Rangers Whetstone Park Rangers Hoops 2013
Dublin United Soccer Club DUSC Celtics 2013 Boys,Dublin United Soccer Club DUSC Chaos 2013 Boys
Dublin United Soccer Club DUSC Celtics 2013 Boys,Barcelona United Barcelona United Premier 13B
Dublin United Soccer Club DUSC Celtics 2013 Boys,Club Ohio Club Ohio East 13B Black
Dublin United Soccer Club DUSC Celtics 2013 Boys,Glory SC Glory SC 2013-2014 Dobney
Dublin United Soccer Club DUSC Celtics 2013 Boys,SP Soccer Academy SP Soccer Academy 2013 Boys Yellow
Dublin United Soccer Club DUSC Celtics 2013 Boys,Lancaster Select Soccer Association (LSSA) LSSA 2013 Boys Smith
Dublin United Soccer Club DUSC Celtics 2013 Boys,Kings Hammer New Albany KHA3 New Albany B13
Dublin United Soccer Club DUSC Celtics 2013 Boys,Ohio Youth Academy Ohio Youth Academy 2013/2014 White
Dublin United Soccer Club DUSC Celtics 2013 Boys,Canal Winchester Soccer Club Canal Winchester SC 2013B
Dublin United Soccer Club DUSC Chaos 2013 Boys,Columbus Force SC CE 2013B Takis
Dublin United Soccer Club DUSC Chaos 2013 Boys,LFC United LFC United 2013 B Premier
Dublin United Soccer Club DUSC Chaos 2013 Boys,Club Oranje Club Oranje Raptors 2013 BU13
Dublin United Soccer Club DUSC Chaos 2013 Boys,LFC United LFC United 2013 B Premier 2
Dublin United Soccer Club DUSC Chaos 2013 Boys,Delaware Knights Delaware Knights 2013 BU13 Black
Dublin United Soccer Club DUSC Chaos 2013 Boys,Whetstone Park Rangers Whetstone Park Rangers Hoops 2013
Dublin United Soccer Club DUSC Chaos 2013 Boys,Dublin United Soccer Club DUSC Celtics 2013 Boys
Dublin United Soccer Club DUSC Chaos 2013 Boys,Barcelona United Barcelona United Premier 13B
Dublin United Soccer Club DUSC Chaos 2013 Boys,Club Ohio Club Ohio East 13B Black
Dublin United Soccer Club DUSC Chaos 2013 Boys,Glory SC Glory SC 2013-2014 Dobney
Dublin United Soccer Club DUSC Chaos 2013 Boys,SP Soccer Academy SP Soccer Academy 2013 Boys Yellow
Dublin United Soccer Club DUSC Chaos 2013 Boys,Lancaster Select Soccer Association (LSSA) LSSA 2013 Boys Smith
Dublin United Soccer Club DUSC Chaos 2013 Boys,Kings Hammer New Albany KHA3 New Albany B13
Dublin United Soccer Club DUSC Chaos 2013 Boys,Ohio Youth Academy Ohio Youth Academy 2013/2014 White
Dublin United Soccer Club DUSC Chaos 2013 Boys,Canal Winchester Soccer Club Canal Winchester SC 2013B
Lancaster Select Soccer Association,Columbus Force SC CE 2013B Takis
Lancaster Select Soccer Association,LFC United LFC United 2013 B Premier
Lancaster Select Soccer Association,Club Oranje Club Oranje Raptors 2013 BU13
Lancaster Select Soccer Association,LFC United LFC United 2013 B Premier 2
Lancaster Select Soccer Association,Delaware Knights Delaware Knights 2013 BU13 Black
Lancaster Select Soccer Association,Whetstone Park Rangers Whetstone Park Rangers Hoops 2013
Lancaster Select Soccer Association,Dublin United Soccer Club DUSC Celtics 2013 Boys
Lancaster Select Soccer Association,Dublin United Soccer Club DUSC Chaos 2013 Boys
Lancaster Select Soccer Association,Club Ohio Club Ohio East 13B Black
Lancaster Select Soccer Association,Glory SC Glory SC 2013-2014 Dobney
Lancaster Select Soccer Association,SP Soccer Academy SP Soccer Academy 2013 Boys Yellow
Lancaster Select Soccer Association,Kings Hammer New Albany KHA3 New Albany B13
Lancaster Select Soccer Association,Ohio Youth Academy Ohio Youth Academy 2013/2014 White
Lancaster Select Soccer Association,Canal Winchester Soccer Club Canal Winchester SC 2013B
Final Third Foundation Affiliate Columbus Eagles SC 2012,Club Ohio Club Ohio East 13B Green
Final Third Foundation Affiliate Columbus Eagles SC 2012,Central Ohio Elite COE 2012B Blue
Final Third Foundation Affiliate Columbus Eagles SC 2012,Saving Grace Soccer Club Saving Grace Soccer Club 2012 Boys
Final Third Foundation Affiliate Columbus Eagles SC 2012,LFC United LFC United 2012 B Elite
Final Third Foundation Affiliate Columbus Eagles SC 2012,Barcelona United Barcelona United Academy 12B
Final Third Foundation Affiliate Columbus Eagles SC 2012,Glory SC Glory SC 2012 Thurston
Final Third Foundation Affiliate Columbus Eagles SC 2012,Whetstone Park Rangers Whetstone Park Rangers State 2012
Final Third Foundation Affiliate Columbus Eagles SC 2012,Worthington United Worthington United 94 2012 Boys Navy I
Columbus Force SC CE 2012B Rapid Fire,Elite FC Elite FC 2012 Boys OCL White
Columbus Force SC CE 2012B Rapid Fire,Appleseed Premier Appleseed Premier 2012 Gold
Columbus Force SC CE 2012B Rapid Fire,Columbus Force SC Columbus Force 12B White
Columbus Force SC CE 2012B Rapid Fire,Worthington United Worthington United 94 2012 Boys Navy II
Columbus Force SC CE 2012B Rapid Fire,Columbus Force SC CE 2012B Raptors
Columbus Force SC CE 2012B Rapid Fire,SP Soccer Academy SP Soccer Academy 2012 Boys Blue 1
Columbus Force SC CE 2012B Rapid Fire,Final Third Foundation Affiliate Galacticos FC 2012/13
Columbus Force SC CE 2012B Rapid Fire,Club Ohio Club Ohio East 12B Black
Columbus Force SC CE 2012B Rapid Fire,Pride Soccer Club Pride SC 2012B Samba
Columbus Force SC CE 2012B Rapid Fire,Glory SC Glory SC 2012 B- Burgos
Columbus Force SC CE 2012B Rapid Fire,LFC United LFC United 2012 B Elite 2
Columbus Force SC CE 2012B Rapid Fire,Olimpia USA Soccer Olimpia USA 2012 Boys
Columbus Force SC CE 2012B Rapid Fire,Dublin United Soccer Club DUSC Titans 2013 Boys
Columbus Force SC CE 2012B Raptors,Elite FC Elite FC 2012 Boys OCL White
Columbus Force SC CE 2012B Raptors,Appleseed Premier Appleseed Premier 2012 Gold
Columbus Force SC CE 2012B Raptors,Columbus Force SC Columbus Force 12B White
Columbus Force SC CE 2012B Raptors,Columbus Force SC CE 2012B Rapid Fire
Columbus Force SC CE 2012B Raptors,Worthington United Worthington United 94 2012 Boys Navy II
Columbus Force SC CE 2012B Raptors,SP Soccer Academy SP Soccer Academy 2012 Boys Blue 1
Columbus Force SC CE 2012B Raptors,Final Third Foundation Affiliate Galacticos FC 2012/13
Columbus Force SC CE 2012B Raptors,Club Ohio Club Ohio East 12B Black
Columbus Force SC CE 2012B Raptors,Pride Soccer Club Pride SC 2012B Samba
Columbus Force SC CE 2012B Raptors,Glory SC Glory SC 2012 B- Burgos
Columbus Force SC CE 2012B Raptors,LFC United LFC United 2012 B Elite 2
Columbus Force SC CE 2012B Raptors,Olimpia USA Soccer Olimpia USA 2012 Boys
Columbus Force SC CE 2012B Raptors,Dublin United Soccer Club DUSC Titans 2013 Boys
Columbus Force SC Columbus Force 12B White,Elite FC Elite FC 2012 Boys OCL White
Columbus Force SC Columbus Force 12B White,Appleseed Premier Appleseed Premier 2012 Gold
Columbus Force SC Columbus Force 12B White,Columbus Force SC CE 2012B Rapid Fire
Columbus Force SC Columbus Force 12B White,Worthington United Worthington United 94 2012 Boys Navy II
Columbus Force SC Columbus Force 12B White,Columbus Force SC CE 2012B Raptors
Columbus Force SC Columbus Force 12B White,SP Soccer Academy SP Soccer Academy 2012 Boys Blue 1
Columbus Force SC Columbus Force 12B White,Final Third Foundation Affiliate Galacticos FC 2012/13
Columbus Force SC Columbus Force 12B White,Club Ohio Club Ohio East 12B Black
Columbus Force SC Columbus Force 12B White,Pride Soccer Club Pride SC 2012B Samba
Columbus Force SC Columbus Force 12B White,Glory SC Glory SC 2012 B- Burgos
Columbus Force SC Columbus Force 12B White,LFC United LFC United 2012 B Elite 2
Columbus Force SC Columbus Force 12B White,Olimpia USA Soccer Olimpia USA 2012 Boys
Columbus Force SC Columbus Force 12B White,Dublin United Soccer Club DUSC Titans 2013 Boys
Dublin United Soccer Club DUSC Phoenix 2012 Boys,Final Third Foundation Affiliate 2012 CEFC Vini Jr
Dublin United Soccer Club DUSC Phoenix 2012 Boys,FC Columbus FC Columbus Barcelona 2012 Boys
Dublin United Soccer Club DUSC Phoenix 2012 Boys,Elite FC Elite FC 2012 Boys OCL Stripes
Dublin United Soccer Club DUSC Phoenix 2012 Boys,Northwest FC Northwest FC 2012B Blue
Dublin United Soccer Club DUSC Phoenix 2012 Boys,LFC United LFC United 2012 B Premier
Dublin United Soccer Club DUSC Phoenix 2012 Boys,Worthington United Worthington United 94 2012 Boys White
Dublin United Soccer Club DUSC Phoenix 2012 Boys,Dublin United Soccer Club DUSC Wolves 2012 Boys
Dublin United Soccer Club DUSC Phoenix 2012 Boys,MVSA Sting MV Sting u14 Boys 2012
Dublin United Soccer Club DUSC Phoenix 2012 Boys,Kings Hammer New Albany KHA2 New Albany B12
Dublin United Soccer Club DUSC Phoenix 2012 Boys,Polaris Soccer Club Polaris SC 12B Gray
Dublin United Soccer Club DUSC Phoenix 2012 Boys,Sporting Columbus Sporting Columbus Boys 2013/2012 COPL
Dublin United Soccer Club DUSC Phoenix 2012 Boys,Locker Soccer Academy Locker Elite Arsenal 2012 Boys
Dublin United Soccer Club DUSC Phoenix 2012 Boys,Columbus Force SC CE 2012B Titans
Dublin United Soccer Club DUSC Phoenix 2012 Boys,Columbus Force SC CE 2012B Rockets
Dublin United Soccer Club DUSC Phoenix 2012 Boys,Old Town Soccer Club OTSC 2012 Boys
Dublin United Soccer Club DUSC Phoenix 2012 Boys,Grove City Kids Association GCKA 2012B
Dublin United Soccer Club DUSC Phoenix 2012 Boys,Central Ohio Elite COE 2012B Sky
Dublin United Soccer Club DUSC Phoenix 2012 Boys,Pataskala Futbol Club Extreme (PFC Extreme) PFC Extreme U14B White
Dublin United Soccer Club DUSC Phoenix 2012 Boys,Ohio Youth Academy Ohio Youth Academy 2012
Dublin United Soccer Club DUSC Phoenix 2012 Boys,Barcelona United Barcelona United Elite 12B
Dublin United Soccer Club DUSC Phoenix 2012 Boys,NASA Xtabi NASA Xtabi 2012 Boys
Dublin United Soccer Club DUSC Phoenix 2012 Boys,Barcelona United Barcelona United Academy 12B
Dublin United Soccer Club DUSC Phoenix 2012 Boys,Pataskala Futbol Club Extreme (PFC Extreme) PFC Extreme U14B Black
Dublin United Soccer Club DUSC Wolves 2012 Boys,Final Third Foundation Affiliate 2012 CEFC Vini Jr
Dublin United Soccer Club DUSC Wolves 2012 Boys,FC Columbus FC Columbus Barcelona 2012 Boys
Dublin United Soccer Club DUSC Wolves 2012 Boys,Elite FC Elite FC 2012 Boys OCL Stripes
Dublin United Soccer Club DUSC Wolves 2012 Boys,Northwest FC Northwest FC 2012B Blue
Dublin United Soccer Club DUSC Wolves 2012 Boys,Dublin United Soccer Club DUSC Phoenix 2012 Boys
Dublin United Soccer Club DUSC Wolves 2012 Boys,LFC United LFC United 2012 B Premier
Dublin United Soccer Club DUSC Wolves 2012 Boys,Worthington United Worthington United 94 2012 Boys White
Dublin United Soccer Club DUSC Wolves 2012 Boys,MVSA Sting MV Sting u14 Boys 2012
Dublin United Soccer Club DUSC Wolves 2012 Boys,Kings Hammer New Albany KHA2 New Albany B12
Dublin United Soccer Club DUSC Wolves 2012 Boys,Polaris Soccer Club Polaris SC 12B Gray
Dublin United Soccer Club DUSC Wolves 2012 Boys,Sporting Columbus Sporting Columbus Boys 2013/2012 COPL
Dublin United Soccer Club DUSC Wolves 2012 Boys,Locker Soccer Academy Locker Elite Arsenal 2012 Boys
Dublin United Soccer Club DUSC Wolves 2012 Boys,Columbus Force SC CE 2012B Titans
Dublin United Soccer Club DUSC Wolves 2012 Boys,Columbus Force SC CE 2012B Rockets
Dublin United Soccer Club DUSC Wolves 2012 Boys,Old Town Soccer Club OTSC 2012 Boys
Dublin United Soccer Club DUSC Wolves 2012 Boys,Grove City Kids Association GCKA 2012B
Dublin United Soccer Club DUSC Wolves 2012 Boys,Central Ohio Elite COE 2012B Sky
Dublin United Soccer Club DUSC Wolves 2012 Boys,Pataskala Futbol Club Extreme (PFC Extreme) PFC Extreme U14B White
Dublin United Soccer Club DUSC Wolves 2012 Boys,Ohio Youth Academy Ohio Youth Academy 2012
Dublin United Soccer Club DUSC Wolves 2012 Boys,Barcelona United Barcelona United Elite 12B
Dublin United Soccer Club DUSC Wolves 2012 Boys,NASA Xtabi NASA Xtabi 2012 Boys
Dublin United Soccer Club DUSC Wolves 2012 Boys,Barcelona United Barcelona United Academy 12B
Dublin United Soccer Club DUSC Wolves 2012 Boys,Pataskala Futbol Club Extreme (PFC Extreme) PFC Extreme U14B Black
Columbus Force SC CE 2012B Rockets,Final Third Foundation Affiliate 2012 CEFC Vini Jr
Columbus Force SC CE 2012B Rockets,FC Columbus FC Columbus Barcelona 2012 Boys
Columbus Force SC CE 2012B Rockets,Elite FC Elite FC 2012 Boys OCL Stripes
Columbus Force SC CE 2012B Rockets,Northwest FC Northwest FC 2012B Blue
Columbus Force SC CE 2012B Rockets,Dublin United Soccer Club DUSC Phoenix 2012 Boys
Columbus Force SC CE 2012B Rockets,LFC United LFC United 2012 B Premier
Columbus Force SC CE 2012B Rockets,Worthington United Worthington United 94 2012 Boys White
Columbus Force SC CE 2012B Rockets,Dublin United Soccer Club DUSC Wolves 2012 Boys
Columbus Force SC CE 2012B Rockets,MVSA Sting MV Sting u14 Boys 2012
Columbus Force SC CE 2012B Rockets,Kings Hammer New Albany KHA2 New Albany B12
